,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
262,Female,Loyal Customer,45,Personal Travel,Eco Plus,2,2,4,1,2,4,4,2,14,20,neutral or dissatisfied
263,Male,Loyal Customer,46,Personal Travel,Eco Plus,1,1,5,5,3,5,4,5,0,0,neutral or dissatisfied
264,Female,Loyal Customer,43,Business travel,Business,3,3,4,5,5,5,4,5,19,7,satisfied
265,Male,disloyal Customer,26,Business travel,Business,2,2,2,2,2,2,2,3,0,6,neutral or dissatisfied
266,Male,Loyal Customer,41,Business travel,Eco Plus,5,1,5,5,3,3,5,5,0,0,satisfied
267,Female,Loyal Customer,50,Personal Travel,Eco,3,3,3,5,5,5,5,5,0,0,neutral or dissatisfied
268,Male,Loyal Customer,38,Personal Travel,Business,3,3,4,4,5,5,5,5,6,0,neutral or dissatisfied
269,Female,disloyal Customer,38,Business travel,Eco,1,1,3,3,4,4,5,3,0,0,neutral or dissatisfied
270,Female,Loyal Customer,55,Business travel,Business,2,2,2,4,3,3,4,3,0,3,satisfied
271,Female,Loyal Customer,49,Business travel,Business,1,1,2,4,4,4,2,4,51,71,satisfied
272,Male,disloyal Customer,33,Business travel,Business,4,4,4,4,3,4,5,5,0,5,neutral or dissatisfied
273,Female,Loyal Customer,57,Business travel,Business,4,4,5,5,3,4,5,4,0,19,satisfied
274,Female,Loyal Customer,35,Business travel,Business,3,3,3,3,5,5,4,5,0,3,satisfied
275,Female,Loyal Customer,40,Business travel,Business,5,5,3,5,4,4,3,4,0,0,satisfied
276,Female,disloyal Customer,37,Business travel,Eco Plus,4,4,3,3,4,1,1,1,0,0,neutral or dissatisfied
277,Female,Loyal Customer,52,Personal Travel,Eco,2,2,2,2,3,5,2,4,17,79,neutral or dissatisfied
278,Male,Loyal Customer,41,Business travel,Eco,2,2,2,2,3,2,3,3,0,0,satisfied
279,Female,Loyal Customer,14,Personal Travel,Eco,3,3,3,1,2,5,1,4,243,251,neutral or dissatisfied
280,Female,Loyal Customer,32,Business travel,Business,2,2,5,5,3,4,4,4,0,0,satisfied
281,Male,Loyal Customer,11,Personal Travel,Eco,2,2,2,1,2,5,1,4,152,151,neutral or dissatisfied
282,Male,Loyal Customer,12,Personal Travel,Eco,1,1,2,2,1,2,2,3,0,0,neutral or dissatisfied
283,Male,Loyal Customer,41,Business travel,Eco,4,3,4,4,2,4,4,3,0,0,satisfied
284,Female,disloyal Customer,45,Business travel,Business,3,2,4,4,4,4,4,5,0,0,neutral or dissatisfied
285,Male,disloyal Customer,21,Business travel,Eco,2,2,5,1,1,1,4,5,0,1,neutral or dissatisfied
286,Female,Loyal Customer,31,Business travel,Eco,2,3,2,2,3,3,1,3,0,0,neutral or dissatisfied
287,Male,Loyal Customer,38,Business travel,Eco,4,2,4,4,5,4,4,5,17,17,satisfied
288,Male,Loyal Customer,40,Business travel,Business,4,4,3,5,5,5,4,5,19,38,satisfied
289,Male,Loyal Customer,13,Personal Travel,Eco,5,5,5,5,4,4,4,4,0,0,satisfied
290,Female,Loyal Customer,44,Business travel,Business,2,2,3,4,2,2,5,2,0,5,satisfied
291,Female,Loyal Customer,66,Business travel,Business,3,4,5,4,3,3,2,3,0,0,neutral or dissatisfied
292,Female,Loyal Customer,30,Business travel,Eco Plus,5,5,5,5,3,1,2,3,0,0,satisfied
293,Male,Loyal Customer,44,Personal Travel,Eco,3,3,4,4,1,4,3,3,2,0,neutral or dissatisfied
294,Female,Loyal Customer,53,Business travel,Business,0,0,4,4,3,3,5,3,0,0,satisfied
295,Female,Loyal Customer,37,Business travel,Business,2,4,4,4,5,5,3,5,0,12,satisfied
296,Female,Loyal Customer,39,Personal Travel,Eco,2,2,3,3,3,4,3,4,38,30,neutral or dissatisfied
297,Male,disloyal Customer,29,Business travel,Business,2,2,3,3,3,4,5,4,0,0,neutral or dissatisfied
298,Male,Loyal Customer,38,Business travel,Eco,4,5,4,4,3,4,4,3,42,65,neutral or dissatisfied
299,Male,Loyal Customer,59,Business travel,Business,3,3,4,4,5,5,3,5,0,0,satisfied
300,Male,Loyal Customer,19,Personal Travel,Eco,1,1,4,4,3,4,3,5,57,65,neutral or dissatisfied
301,Female,Loyal Customer,39,Business travel,Business,4,2,4,5,5,5,3,5,16,4,satisfied
302,Male,Loyal Customer,22,Personal Travel,Eco,3,3,4,4,5,4,5,5,0,10,neutral or dissatisfied
303,Male,Loyal Customer,50,Personal Travel,Eco Plus,0,0,4,3,4,4,3,4,18,10,satisfied
304,Male,Loyal Customer,22,Business travel,Eco,5,1,5,5,3,2,2,1,47,62,satisfied
305,Male,Loyal Customer,56,Business travel,Business,4,4,5,5,4,4,4,4,0,1,satisfied
306,Male,Loyal Customer,39,Personal Travel,Eco,3,4,4,4,5,4,3,5,0,0,neutral or dissatisfied
307,Male,Loyal Customer,29,Personal Travel,Eco,4,4,5,5,2,4,3,4,0,0,satisfied
308,Male,Loyal Customer,42,Business travel,Business,5,5,3,4,5,5,3,5,8,0,satisfied
309,Male,Loyal Customer,56,Business travel,Business,4,4,2,4,3,3,4,3,33,21,satisfied
310,Male,Loyal Customer,27,Business travel,Business,3,3,4,3,2,2,1,3,0,1,satisfied
311,Female,disloyal Customer,21,Business travel,Eco,2,2,4,4,5,5,3,5,0,0,neutral or dissatisfied
312,Female,Loyal Customer,42,Business travel,Business,1,1,4,4,5,5,4,5,0,17,satisfied
313,Female,Loyal Customer,48,Business travel,Business,1,1,5,5,4,4,4,4,60,68,satisfied
314,Male,Loyal Customer,53,Business travel,Business,4,4,4,5,4,4,3,4,0,0,satisfied
315,Female,Loyal Customer,64,Personal Travel,Eco,4,4,2,4,2,2,3,2,0,0,neutral or dissatisfied
316,Female,Loyal Customer,49,Personal Travel,Eco,3,3,4,4,4,4,3,4,0,0,neutral or dissatisfied
317,Female,Loyal Customer,49,Business travel,Business,5,5,4,4,5,5,4,5,0,4,satisfied
318,Male,Loyal Customer,23,Personal Travel,Eco Plus,2,3,3,3,5,4,4,5,0,0,neutral or dissatisfied
319,Male,Loyal Customer,50,Business travel,Business,3,3,1,1,3,3,4,3,0,29,neutral or dissatisfied
320,Male,Loyal Customer,51,Personal Travel,Eco Plus,1,1,2,5,3,4,4,4,0,0,neutral or dissatisfied
321,Male,Loyal Customer,34,Business travel,Business,4,4,5,5,5,5,3,5,0,0,satisfied
322,Female,Loyal Customer,49,Business travel,Business,1,1,3,4,3,3,4,3,33,40,satisfied
323,Female,Loyal Customer,56,Business travel,Eco,5,2,4,2,5,5,4,5,11,4,satisfied
324,Male,Loyal Customer,46,Business travel,Business,2,2,3,4,4,4,3,4,24,24,satisfied
325,Male,Loyal Customer,25,Personal Travel,Eco,2,2,2,2,4,4,4,5,0,0,neutral or dissatisfied
326,Female,Loyal Customer,68,Personal Travel,Eco Plus,3,3,4,5,5,5,4,5,0,0,neutral or dissatisfied
327,Female,Loyal Customer,10,Personal Travel,Eco,2,2,1,1,3,3,4,4,91,93,neutral or dissatisfied
328,Female,Loyal Customer,44,Business travel,Eco,4,1,2,5,3,3,4,3,0,0,satisfied
329,Male,Loyal Customer,61,Personal Travel,Business,4,4,3,4,1,2,4,1,2,0,neutral or dissatisfied
330,Female,Loyal Customer,18,Personal Travel,Eco Plus,3,3,4,1,2,1,2,4,13,1,neutral or dissatisfied
331,Female,Loyal Customer,58,Business travel,Business,0,0,4,4,2,2,4,2,0,0,satisfied
332,Female,Loyal Customer,58,Business travel,Business,2,1,2,2,2,2,2,2,52,41,neutral or dissatisfied
333,Male,Loyal Customer,64,Personal Travel,Eco,4,4,4,4,3,5,5,4,12,5,neutral or dissatisfied
334,Male,Loyal Customer,66,Personal Travel,Business,2,2,5,5,3,3,5,3,0,0,neutral or dissatisfied
335,Female,disloyal Customer,21,Business travel,Business,4,4,4,5,4,5,4,4,19,12,satisfied
336,Male,Loyal Customer,39,Business travel,Business,4,4,2,4,5,5,4,5,5,0,satisfied
337,Male,Loyal Customer,50,Business travel,Business,2,2,2,2,5,4,2,5,238,232,satisfied
338,Female,Loyal Customer,43,Business travel,Eco Plus,1,2,4,3,1,1,4,1,13,11,neutral or dissatisfied
339,Male,Loyal Customer,41,Business travel,Business,4,4,4,5,2,2,5,2,7,0,satisfied
340,Male,Loyal Customer,46,Business travel,Eco,4,4,4,4,3,2,2,3,4,0,satisfied
341,Male,Loyal Customer,41,Business travel,Business,4,4,5,5,4,4,3,4,2,6,satisfied
342,Female,Loyal Customer,31,Business travel,Eco,3,5,3,3,1,4,4,3,0,0,neutral or dissatisfied
343,Female,Loyal Customer,53,Personal Travel,Eco,4,4,5,5,3,5,5,3,21,13,neutral or dissatisfied
344,Female,Loyal Customer,39,Business travel,Business,2,2,4,2,4,4,1,4,0,0,satisfied
345,Female,Loyal Customer,53,Business travel,Business,2,2,5,5,1,3,5,3,150,156,satisfied
346,Male,Loyal Customer,25,Business travel,Eco,4,5,4,4,3,5,5,3,13,4,satisfied
347,Female,disloyal Customer,20,Business travel,Eco,3,3,3,3,4,3,4,4,23,14,neutral or dissatisfied
348,Male,disloyal Customer,46,Business travel,Eco,3,3,2,2,3,4,4,3,0,0,neutral or dissatisfied
349,Male,Loyal Customer,10,Personal Travel,Eco,3,2,1,1,2,3,5,3,0,0,neutral or dissatisfied
350,Female,Loyal Customer,47,Business travel,Business,3,3,5,5,4,4,5,4,0,0,satisfied
351,Male,Loyal Customer,32,Personal Travel,Eco,3,2,5,5,2,4,4,3,4,0,neutral or dissatisfied
352,Female,Loyal Customer,14,Personal Travel,Eco,2,2,2,2,3,5,4,5,3,12,neutral or dissatisfied
353,Female,Loyal Customer,16,Business travel,Business,2,2,4,4,3,3,5,5,0,0,satisfied
354,Female,Loyal Customer,53,Personal Travel,Eco,1,0,2,4,1,1,4,1,0,0,neutral or dissatisfied
355,Male,Loyal Customer,55,Business travel,Business,1,1,3,5,5,5,4,5,2,0,satisfied
356,Female,Loyal Customer,28,Business travel,Business,2,2,5,5,5,5,4,5,0,0,satisfied
357,Female,Loyal Customer,49,Personal Travel,Eco,2,2,4,3,3,2,3,3,3,0,neutral or dissatisfied
358,Male,Loyal Customer,54,Personal Travel,Eco Plus,1,1,1,1,4,5,5,5,0,0,neutral or dissatisfied
359,Female,Loyal Customer,70,Personal Travel,Eco,3,3,4,4,5,3,5,5,0,0,neutral or dissatisfied
360,Female,disloyal Customer,25,Business travel,Eco,2,2,1,1,3,4,4,3,9,19,neutral or dissatisfied
361,Female,Loyal Customer,48,Business travel,Business,1,1,5,5,3,3,5,3,0,0,satisfied
362,Male,Loyal Customer,7,Personal Travel,Eco,2,2,2,2,5,5,5,4,0,0,neutral or dissatisfied
363,Male,Loyal Customer,39,Business travel,Eco,3,3,3,3,3,3,3,3,0,5,neutral or dissatisfied
364,Male,Loyal Customer,79,Business travel,Eco,2,1,2,2,1,3,1,3,1,0,neutral or dissatisfied
365,Female,disloyal Customer,28,Business travel,Business,4,4,5,5,4,5,3,5,0,0,neutral or dissatisfied
366,Male,Loyal Customer,41,Business travel,Business,4,4,4,5,4,4,3,4,37,38,satisfied
367,Female,disloyal Customer,27,Business travel,Eco Plus,1,1,1,1,1,4,4,4,0,32,neutral or dissatisfied
368,Female,Loyal Customer,59,Business travel,Business,5,5,3,4,5,5,5,5,0,1,satisfied
369,Female,Loyal Customer,21,Personal Travel,Eco,3,5,5,5,3,3,4,3,71,117,neutral or dissatisfied
370,Male,Loyal Customer,48,Business travel,Eco,5,4,5,5,4,1,5,4,0,0,satisfied
371,Male,Loyal Customer,53,Business travel,Eco,3,5,3,3,1,3,3,4,0,0,neutral or dissatisfied
372,Female,Loyal Customer,42,Business travel,Business,2,1,2,3,2,2,2,2,12,0,neutral or dissatisfied
373,Female,disloyal Customer,48,Business travel,Eco,1,1,1,1,2,4,2,4,52,27,neutral or dissatisfied
374,Male,Loyal Customer,59,Personal Travel,Eco,4,3,1,1,4,3,3,3,0,0,satisfied
375,Female,Loyal Customer,53,Business travel,Business,2,2,5,4,5,5,5,5,0,0,satisfied
376,Male,Loyal Customer,24,Personal Travel,Eco,2,0,2,3,2,4,1,3,47,94,neutral or dissatisfied
377,Male,Loyal Customer,56,Personal Travel,Eco,2,2,3,3,1,3,3,2,35,29,neutral or dissatisfied
378,Female,Loyal Customer,42,Business travel,Business,5,3,3,5,5,5,5,5,5,14,satisfied
379,Female,disloyal Customer,24,Business travel,Eco,2,2,2,4,4,1,4,3,0,0,neutral or dissatisfied
380,Male,Loyal Customer,28,Business travel,Business,3,3,2,2,1,3,4,1,0,0,satisfied
381,Female,Loyal Customer,17,Personal Travel,Eco,1,1,1,2,2,2,2,3,0,0,neutral or dissatisfied
382,Male,Loyal Customer,31,Business travel,Eco Plus,2,4,2,2,1,4,3,4,0,0,neutral or dissatisfied
383,Male,Loyal Customer,60,Business travel,Business,3,5,4,4,4,4,4,4,2,0,satisfied
384,Male,disloyal Customer,39,Business travel,Business,4,4,1,1,5,5,4,5,12,16,satisfied
385,Female,Loyal Customer,47,Business travel,Eco,4,5,3,1,4,4,2,4,40,26,satisfied
386,Male,Loyal Customer,60,Business travel,Eco,3,4,3,3,2,4,2,4,20,16,neutral or dissatisfied
387,Male,Loyal Customer,13,Business travel,Business,5,3,4,4,4,5,3,5,0,0,satisfied
388,Male,disloyal Customer,29,Business travel,Business,1,1,3,5,1,2,1,2,51,51,neutral or dissatisfied
389,Female,Loyal Customer,45,Business travel,Business,5,5,2,4,5,5,5,5,0,0,satisfied
390,Male,Loyal Customer,44,Business travel,Business,1,3,3,5,4,4,5,4,0,0,satisfied
391,Female,Loyal Customer,50,Business travel,Eco,5,1,4,1,5,5,3,5,0,11,satisfied
392,Female,Loyal Customer,26,Personal Travel,Eco,3,3,5,5,4,5,5,4,100,93,neutral or dissatisfied
393,Female,Loyal Customer,27,Business travel,Business,5,5,5,5,4,3,3,2,2,0,satisfied
394,Male,Loyal Customer,16,Business travel,Business,2,2,5,5,3,3,4,5,2,0,satisfied
395,Female,disloyal Customer,24,Business travel,Eco,4,4,3,3,4,4,4,3,0,0,neutral or dissatisfied
396,Male,disloyal Customer,34,Business travel,Business,3,3,1,1,5,5,4,5,2,0,neutral or dissatisfied
397,Female,Loyal Customer,30,Business travel,Business,3,3,5,5,1,4,2,4,0,0,satisfied
398,Male,Loyal Customer,50,Business travel,Eco,4,3,4,4,1,4,3,4,0,0,satisfied
399,Male,disloyal Customer,21,Business travel,Eco,3,3,4,4,3,4,3,5,0,0,neutral or dissatisfied
400,Male,Loyal Customer,61,Personal Travel,Eco,1,1,4,4,1,3,2,4,0,0,neutral or dissatisfied
401,Female,Loyal Customer,32,Business travel,Business,3,2,3,3,4,3,4,3,0,0,neutral or dissatisfied
402,Female,Loyal Customer,22,Personal Travel,Eco Plus,2,3,1,1,1,4,4,3,0,0,neutral or dissatisfied
403,Male,Loyal Customer,46,Business travel,Business,1,0,2,3,4,4,3,4,0,0,neutral or dissatisfied
404,Female,disloyal Customer,15,Business travel,Eco,3,2,4,3,3,3,1,4,3,8,neutral or dissatisfied
405,Female,Loyal Customer,29,Personal Travel,Eco,3,3,1,1,1,4,3,4,7,14,neutral or dissatisfied
406,Female,Loyal Customer,12,Personal Travel,Eco,4,4,5,5,4,4,3,5,89,88,neutral or dissatisfied
407,Male,disloyal Customer,50,Business travel,Business,2,2,1,1,3,5,4,5,7,17,neutral or dissatisfied
408,Male,Loyal Customer,54,Business travel,Eco,2,1,2,2,1,3,2,2,0,0,neutral or dissatisfied
409,Male,Loyal Customer,69,Personal Travel,Eco,1,1,5,5,3,4,4,5,6,3,neutral or dissatisfied
410,Male,Loyal Customer,38,Personal Travel,Eco,1,1,3,3,2,4,2,4,0,0,neutral or dissatisfied
411,Female,disloyal Customer,25,Business travel,Eco Plus,1,1,4,4,3,4,3,3,0,0,neutral or dissatisfied
412,Male,Loyal Customer,26,Business travel,Eco,3,5,3,1,4,4,2,4,108,99,neutral or dissatisfied
413,Female,Loyal Customer,53,Business travel,Business,3,3,5,5,3,3,3,3,0,0,satisfied
414,Male,Loyal Customer,47,Business travel,Business,2,2,5,4,4,4,4,4,62,55,satisfied
415,Male,Loyal Customer,42,Business travel,Business,1,1,5,4,5,5,5,5,0,0,satisfied
416,Male,disloyal Customer,19,Business travel,Eco,3,3,3,4,5,4,4,4,141,121,neutral or dissatisfied
417,Male,Loyal Customer,63,Personal Travel,Eco,3,3,3,3,4,5,5,5,10,11,neutral or dissatisfied
418,Male,disloyal Customer,18,Business travel,Eco,3,3,2,3,5,5,5,4,0,0,neutral or dissatisfied
419,Male,Loyal Customer,52,Personal Travel,Eco,3,3,3,2,3,2,1,3,0,0,neutral or dissatisfied
420,Male,Loyal Customer,60,Business travel,Eco Plus,3,2,3,3,4,4,4,4,0,3,neutral or dissatisfied
421,Male,Loyal Customer,38,Business travel,Business,2,2,3,3,5,5,1,5,24,0,satisfied
422,Male,Loyal Customer,41,Business travel,Eco,5,1,5,5,2,2,1,2,0,0,satisfied
423,Male,Loyal Customer,41,Business travel,Business,2,2,3,4,3,3,3,3,0,0,satisfied
424,Female,disloyal Customer,15,Business travel,Eco,2,2,1,1,5,5,5,4,0,6,neutral or dissatisfied
425,Female,Loyal Customer,49,Business travel,Eco,1,5,1,1,2,4,1,2,132,117,neutral or dissatisfied
426,Male,Loyal Customer,18,Personal Travel,Eco,4,4,3,4,3,5,4,4,91,71,satisfied
427,Female,Loyal Customer,39,Business travel,Eco,5,5,5,5,2,5,3,2,0,0,satisfied
428,Female,Loyal Customer,25,Business travel,Business,2,1,2,2,2,4,4,5,0,0,neutral or dissatisfied
429,Male,disloyal Customer,28,Business travel,Business,5,5,4,5,5,4,3,4,0,0,satisfied
430,Female,Loyal Customer,37,Business travel,Business,3,3,5,5,5,5,4,5,0,0,satisfied
431,Female,Loyal Customer,31,Personal Travel,Eco,3,3,3,3,1,4,2,4,87,75,neutral or dissatisfied
432,Female,Loyal Customer,32,Personal Travel,Eco,3,3,3,3,5,4,4,5,81,63,neutral or dissatisfied
433,Female,disloyal Customer,25,Business travel,Eco,2,2,5,5,5,5,5,1,0,5,neutral or dissatisfied
434,Male,Loyal Customer,55,Business travel,Business,3,3,5,5,4,4,4,4,0,0,satisfied
435,Male,Loyal Customer,51,Business travel,Business,4,4,5,5,4,4,5,4,60,75,satisfied
436,Female,Loyal Customer,40,Business travel,Business,0,1,4,3,5,5,3,5,0,0,satisfied
437,Male,Loyal Customer,25,Business travel,Business,1,1,4,4,1,2,1,2,0,0,satisfied
438,Female,Loyal Customer,70,Personal Travel,Eco,3,3,2,5,5,1,3,5,0,14,neutral or dissatisfied
439,Female,Loyal Customer,55,Business travel,Eco,2,3,4,3,2,2,1,2,19,11,neutral or dissatisfied
440,Male,Loyal Customer,53,Personal Travel,Eco,1,1,5,5,3,1,3,1,70,55,neutral or dissatisfied
441,Male,Loyal Customer,73,Business travel,Business,1,1,3,3,2,1,3,2,0,0,neutral or dissatisfied
442,Female,Loyal Customer,32,Business travel,Eco Plus,0,0,3,2,3,4,5,4,0,0,satisfied
443,Male,Loyal Customer,30,Personal Travel,Eco Plus,1,1,4,5,1,3,4,3,0,0,neutral or dissatisfied
444,Male,Loyal Customer,19,Personal Travel,Eco,1,4,5,5,4,5,3,4,91,92,neutral or dissatisfied
445,Male,Loyal Customer,33,Business travel,Business,2,2,5,5,3,5,2,2,0,0,satisfied
446,Female,Loyal Customer,13,Personal Travel,Eco,3,3,2,2,4,5,4,4,0,0,neutral or dissatisfied
447,Male,Loyal Customer,53,Business travel,Eco Plus,3,4,3,3,5,3,4,3,0,0,satisfied
448,Female,disloyal Customer,31,Business travel,Eco,1,1,2,2,3,4,4,4,0,20,neutral or dissatisfied
449,Male,Loyal Customer,62,Business travel,Business,1,1,4,4,4,4,4,4,0,0,satisfied
450,Male,Loyal Customer,29,Personal Travel,Eco,4,3,2,2,4,4,3,5,8,11,neutral or dissatisfied
451,Male,Loyal Customer,57,Business travel,Business,1,1,2,4,5,5,4,5,0,7,satisfied
452,Male,Loyal Customer,34,Business travel,Business,0,0,3,1,2,2,2,2,0,0,satisfied
453,Male,disloyal Customer,45,Business travel,Eco,3,3,5,2,3,3,4,4,26,44,neutral or dissatisfied
454,Female,Loyal Customer,65,Personal Travel,Eco,1,1,5,3,2,2,2,2,0,0,neutral or dissatisfied
455,Female,Loyal Customer,48,Business travel,Business,2,5,2,3,2,2,3,2,0,0,neutral or dissatisfied
456,Female,Loyal Customer,8,Personal Travel,Eco,4,4,3,3,1,1,4,2,0,0,neutral or dissatisfied
457,Male,Loyal Customer,36,Personal Travel,Eco,1,1,5,5,4,5,1,5,32,12,neutral or dissatisfied
458,Female,Loyal Customer,48,Business travel,Business,4,4,3,4,4,4,3,4,0,0,satisfied
459,Female,Loyal Customer,10,Personal Travel,Eco,3,3,5,5,3,4,5,5,1,0,neutral or dissatisfied
460,Male,disloyal Customer,24,Business travel,Eco,4,4,5,5,1,5,3,1,14,0,satisfied
461,Male,Loyal Customer,52,Business travel,Business,4,4,2,4,3,3,5,3,4,7,satisfied
462,Male,disloyal Customer,43,Business travel,Eco,3,4,4,4,3,2,3,1,0,0,neutral or dissatisfied
463,Female,Loyal Customer,21,Business travel,Business,2,2,5,5,5,4,5,4,6,0,satisfied
464,Female,disloyal Customer,24,Business travel,Eco,3,3,2,2,2,3,4,2,0,0,neutral or dissatisfied
465,Male,disloyal Customer,40,Business travel,Business,4,4,3,3,5,4,4,4,4,0,satisfied
466,Female,Loyal Customer,8,Personal Travel,Eco,1,1,2,3,5,4,3,4,0,0,neutral or dissatisfied
467,Female,Loyal Customer,40,Business travel,Business,4,4,4,4,4,4,4,4,0,0,satisfied
468,Male,Loyal Customer,41,Business travel,Business,4,4,4,4,5,5,4,5,0,0,satisfied
469,Female,Loyal Customer,67,Personal Travel,Eco Plus,4,4,3,4,5,5,4,5,0,0,neutral or dissatisfied
470,Male,Loyal Customer,40,Business travel,Business,2,3,4,5,4,4,4,4,8,28,satisfied
471,Female,Loyal Customer,51,Business travel,Business,1,1,3,4,4,4,5,4,0,0,satisfied
472,Female,Loyal Customer,59,Business travel,Business,2,1,5,3,2,2,4,2,1,13,neutral or dissatisfied
473,Male,Loyal Customer,29,Business travel,Business,3,2,3,3,4,5,4,4,0,0,satisfied
474,Male,Loyal Customer,70,Personal Travel,Eco,0,0,4,4,1,4,4,4,19,45,satisfied
475,Male,Loyal Customer,12,Personal Travel,Eco Plus,4,4,5,5,2,2,1,2,28,45,neutral or dissatisfied
476,Male,disloyal Customer,26,Business travel,Business,0,0,4,3,4,4,5,4,9,0,satisfied
477,Male,Loyal Customer,41,Business travel,Business,3,3,4,4,5,5,4,5,0,0,satisfied
478,Male,Loyal Customer,60,Business travel,Business,4,4,2,5,3,3,3,3,0,0,satisfied
479,Male,Loyal Customer,39,Personal Travel,Eco,3,3,1,1,4,5,3,4,0,0,neutral or dissatisfied
480,Female,Loyal Customer,68,Personal Travel,Eco,3,3,3,3,5,5,2,5,7,0,neutral or dissatisfied
481,Male,Loyal Customer,32,Business travel,Business,2,2,3,3,4,4,4,4,0,0,satisfied
482,Male,Loyal Customer,18,Personal Travel,Eco,3,4,3,3,4,3,5,5,0,0,neutral or dissatisfied
483,Male,Loyal Customer,15,Personal Travel,Eco,3,3,2,1,3,4,5,4,0,0,neutral or dissatisfied
484,Female,Loyal Customer,43,Business travel,Business,1,1,5,4,4,4,4,4,0,7,satisfied
485,Male,Loyal Customer,49,Personal Travel,Eco,3,0,3,3,4,3,4,4,0,0,neutral or dissatisfied
486,Male,Loyal Customer,25,Personal Travel,Eco,3,3,3,5,4,5,2,4,8,14,neutral or dissatisfied
487,Female,Loyal Customer,50,Personal Travel,Eco,2,2,1,3,4,4,1,4,0,0,neutral or dissatisfied
488,Female,Loyal Customer,39,Business travel,Business,2,2,4,4,4,4,4,4,132,123,satisfied
489,Female,Loyal Customer,33,Business travel,Business,2,2,4,4,3,2,4,1,140,129,satisfied
490,Male,Loyal Customer,17,Personal Travel,Business,3,3,2,2,4,3,4,3,40,27,neutral or dissatisfied
491,Male,Loyal Customer,41,Business travel,Business,1,1,3,5,1,1,3,1,0,5,satisfied
492,Male,Loyal Customer,31,Business travel,Business,5,5,4,4,3,5,5,4,0,0,satisfied
493,Female,disloyal Customer,39,Business travel,Business,4,3,1,1,2,5,3,1,0,0,satisfied
494,Male,Loyal Customer,64,Business travel,Business,3,3,2,5,5,5,3,5,4,0,satisfied
495,Male,Loyal Customer,52,Business travel,Business,1,1,3,5,4,4,3,4,0,25,satisfied
496,Female,Loyal Customer,30,Business travel,Business,4,4,1,4,3,4,3,3,8,7,neutral or dissatisfied
